id,index,diff,claim_no,claim,type,review,system,Con (P),Comp (R),Rel (F),old_file,new_file
35316.0,2139.0,"@@ -43,13 +43,16 @@ import { isZeroReport } from '../../modules/search-console/util/is-zero-report';
 import sumObjectListValue from '../../util/sum-object-list-value';
 const { useSelect } = Data;
 
+// reportArgs is declared in this higher scope so that it can be used by hasData.
+let reportArgs;
+
 const AdminBarClicks = ( { className } ) => {
 	const url = useSelect( ( select ) => select( CORE_SITE ).getCurrentEntityURL() );
 	const { compareStartDate, endDate } = useSelect( ( select ) => select( CORE_USER ).getDateRangeDates( {
 		compare: true,
 		offsetDays: DATE_RANGE_OFFSET,
 	} ) );
-	const reportArgs = {
+	reportArgs = {
 		startDate: compareStartDate,
 		endDate,
 		dimensions: 'date',",1,"line 43, col 1, 'import' is only available in ES6 (use 'esversion: 6').",issue,Why do we need to declare this here?,codereviewer_pred,,,,test2139_old.js,test2139_new.js
,,,2,"line 44, col 1, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",issue,"Instead of doing this let's add another function similar to `hasZeroData` for selecting the `reportArgs` since this is all sourced from selected values. Then `hasZeroData` can use this internally, as well as the component itself. Since this function would be internal just for the purpose of avoiding duplication, we don't need to expose it on the component the same way though.",msg,,,,,
,,,3,"line 44, col 1, 'destructuring binding' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",issue,You can remove the declaration of reportArgs as it's already in the higher scope.,stable_code_pred,,,,,
,,,4,"line 47, col 1, 'let' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",issue,"This is a good idea to declare reportArgs in a higher scope so that it can be used by hasData.

The code is not clear about the purpose of this reportArgs. It seems to be used in the hasData function, but it's not defined anywhere else in the code. It's also not used in the rest of the function. It might be better to remove it.",magicoder_pred,,,,,
,,,5,"line 49, col 1, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",issue,The variable reportArgs is declared in this higher scope so that it can be used by hasData. It's not necessary to declare it inside the component.,deepseekcoder_pred,,,,,
,,,6,"line 49, col 24, 'destructuring binding' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",issue,,,,,,,
,,,7,"line 49, col 40, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",issue,,,,,,,
,,,8,"line 50, col 5, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",issue,,,,,,,
,,,9,"line 50, col 37, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",issue,,,,,,,
,,,10,"line 51, col 5, 'const' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",issue,,,,,,,
,,,11,"line 51, col 5, 'destructuring binding' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",issue,,,,,,,
,,,12,"line 51, col 63, 'arrow function syntax (=>)' is only available in ES6 (use 'esversion: 6').",issue,,,,,,,
,,,13,"line 57, col 9, 'object short notation' is available in ES6 (use 'esversion: 6') or Mozilla JS extensions (use moz).",issue,,,,,,,
10955.0,9691.0,"@@ -24,6 +24,8 @@ describe('th-has-data-cells', function () {
 			'<table>' +
 			'  <tr> <th>hi</th> <td>hello</td> </tr>' +
 			'  <tr> <th>hi</th> <td>hello</td> </tr>' +
+			'  <tr> <td>hello</td> <th>hi</th> </tr>' +
+			'  <tr> <td>hello</td> <th>hi</th> </tr>' +
 			'</table>';
 
 		var node = fixture.querySelector('table');",1,,,Why is this change needed?,codereviewer_pred,,,,test9691_old.js,test9691_new.js
,,,2,,,You can add a specific check for the invalid cell order.,stable_code_pred,,,,,
,,,3,,,"This is not a mistake, but it's not following the HTML standard. The th element should not be placed inside a td or vice versa. It's better to use the scope attribute to define the scope of the th element.",deepseekcoder_pred,,,,,
,,,4,,,"This is a bit of a strange test case. It's testing for a table with both th and td cells, which is not a common use case. It's also testing for a table with mixed cell types, which is also not a common use case. It's also testing for a table with a mix of th and td cells in the same row, which is also not a common use case.

It would be better to test for a table with th cells only, or a table with td cells only, or a table with mixed cell types, or a table with a mix of th and td cells in the same row, or a table with a mix of th and td cells in different rows, or a table with a mix of th and td cells in different rows and different columns, or a table with a mix of th and td cells in different rows and different columns and different sections, or a table with a mix of th and td cells in different rows and different columns and different sections and different groups, or a table with a mix of th and td cells in different rows and different columns and different sections and different groups and different cells",magicoder_pred,,,,,
,,,5,,,"Last time I checked, this technique did not work on all major screen reader - browser combinations. What screen readers have you tested?",msg,,,,,
14581.0,3981.0,"@@ -1268,7 +1268,13 @@ var AppRouter = Backbone.Router.extend({
         }
 
         // Init sidebar based on the current url
-        self.sidebar.init();
+        if (countlyVue.sideBarComponent) {
+            var selectedMenuItem = countlyVue.sideBarComponent.$store.getters[""countlySidebar/getSelectedMenuItem""];
+            var currLink = ""#"" + Backbone.history.fragment;
+            if (selectedMenuItem.item.url !== currLink) {
+                countlyVue.sideBarComponent.$store.dispatch(""countlySidebar/updateSelectedMenuItem"", null);
+            }
+        }
     },
     sidebar: {
         init: function() {",1,,,"This code is not clear. It seems to be trying to initialize a sidebar, but it's not clear what the sidebar is or how it's being initialized. It's also not clear why it's being done in the router's `initialize` method. It might be better to refactor this into a more clear and understandable structure.",magicoder_pred,,,,test3981_old.js,test3981_new.js
,,,2,,,You can move this logic to the router or a separate function to avoid repeating code.,stable_code_pred,,,,,
,,,3,,,Use `Backbone.history.fragment` instead of `#`.,codereviewer_pred,,,,,
,,,4,,,"Instead of setting it to null, i think lets set it to {}",msg,,,,,
,,,5,,,"This code seems to be checking if sidebarComponent exists and then checking if the selected menu item's url is not equal to the current url. If they are not equal, it dispatches an action to update the selected menu item. This seems to be a good way to handle sidebar initialization and menu item selection.",deepseekcoder_pred,,,,,
13816.0,9317.0,"@@ -13,7 +13,8 @@ module.exports = function selectPopulatedFields(query) {
     var userProvidedFields = query._userProvidedFields || {};
     if (query.selectedInclusively()) {
       for (i = 0; i < paths.length; ++i) {
-        if (!isPathInFields(userProvidedFields, paths[i])) {
+        var hasPath = query._fields[paths[i]];
+        if (!isPathInFields(userProvidedFields, paths[i]) && hasPath) {
           query.select(paths[i]);
         }
       }",1,,,"I'm suspicious of this. For one thing, `query._fields[paths[i]]` may be `0`, `false`, etc. so checking for falsy will catch both cases where both the field isn't in the projection and if the field is explicitly excluded from the projection. For another, I'm not so sure that #6546 is a bug. Let's discuss that more.",msg,,,,test9317_old.js,test9317_new.js
,,,2,,,Why do we need to check for `hasPath` here?,codereviewer_pred,,,,,
,,,3,,,You can use the `in` operator to check if a path exists in the fields object.,stable_code_pred,,,,,
,,,4,,,"This code seems to be checking if a path is in the userProvidedFields and if it's not, it selects it. The reviewer suggests adding a check to see if the path is in the fields at all before trying to select it. This will prevent errors if the path doesn't exist in the fields.",deepseekcoder_pred,,,,,
,,,5,,,"This code is checking if a path is in the user provided fields and if it is not, it selects it. This is a bit confusing because it's checking if the path is in the user provided fields and if it's not, it's selecting it. It might be better to rename the variable to reflect its purpose.

Also, it's not clear why the check for `hasPath` is needed. If the path is not in the user provided fields, it should be selected regardless of whether it's in the fields object.",magicoder_pred,,,,,
11121.0,1748.0,"@@ -11,7 +11,7 @@ if (typeof define === 'function' && define.amd) {
 	});
 }
 if (typeof module === 'object' && module.exports && typeof axeFunction.toString === 'function') {
-    axe.source = '(' + axeFunction.toString() + ')(this, this.document);';
+    axe.source = '(' + axeFunction.toString() + ')(typeof window === ""object"" ? window : this);';
     module.exports = axe;
 }
 if (typeof window.getComputedStyle === 'function') {",1,,,"hey, aren't we supposed to be passing in two parameters here?",msg,,,,test1748_old.js,test1748_new.js
,,,2,,,"`typeof window === ""object"" ? window : this`",codereviewer_pred,,,,,
,,,3,,,"The code change is fine, but it's better to use a single method to check for the existence of the property rather than two separate checks.",stable_code_pred,,,,,
,,,4,,,"This code is checking if window.getComputedStyle exists, which is a browser feature. It's not a mistake, but it might be better to check if it exists in the environment you're working in.",deepseekcoder_pred,,,,,
,,,5,,,"This is a bit of a guess, but it seems like the code is trying to check if the getComputedStyle function is available. If it's not, it's trying to set the source of the axe function to the window object. If the window object is not available, it's setting the source to the current context. This could be causing issues if the window object is not available in the current context. It might be better to add a check to make sure the window object is available before trying to access it.",magicoder_pred,,,,,
14688.0,5898.0,"@@ -368,6 +368,8 @@ class RemoteConnection(object):
                 ('POST', '/session/$sessionId/window/rect'),
             Command.GET_WINDOW_RECT:
                 ('GET', '/session/$sessionId/window/rect'),
+            Command.W3C_MINIMIZE_WINDOW:
+                ('POST', '/session/$sessionId/window/minimize'),
             Command.MAXIMIZE_WINDOW:
                 ('POST', '/session/$sessionId/window/$windowHandle/maximize'),
             Command.W3C_MAXIMIZE_WINDOW:",1,,,Should this be `POST` instead of `POST`?,codereviewer_pred,,,,test5898_old.js,test5898_new.js
,,,2,,,"This is a new command, so it should be added to the documentation.",magicoder_pred,,,,,
,,,3,,,"This seems like a good addition to the code. It's not clear what the purpose of this command is, but it seems like it would be useful for a window manager.",deepseekcoder_pred,,,,,
,,,4,,,You can remove these now given we have an explicit check earlier in layoutCallback,stable_code_pred,,,,,
,,,5,,,Update after command rename,msg,,,,,
